solid_solenoid_FrontPiece  |                root  |     solid_solenoid_FrontPiece  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 55.60*cm 70.00*cm 144.00*cm 144.00*cm -237.00*cm -207.00*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield1  |                root  |solid_solenoid_UpstreamShield1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 48.50*cm 50.50.00*cm 144.00*cm 144.00*cm -250.50*cm -246.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield2  |                root  |solid_solenoid_UpstreamShield2  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 44.60*cm 46.50.00*cm 144.00*cm 144.00*cm -258.50*cm -254.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield3  |                root  |solid_solenoid_UpstreamShield3  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 40.10*cm 42.70*cm 144.00*cm 144.00*cm -266.50*cm -262.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield4  |                root  |solid_solenoid_UpstreamShield4  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 36.80*cm 38.80*cm 257.50*cm 257.50*cm -274.50*cm -270.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield5  |                root  |solid_solenoid_UpstreamShield5  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 33.90*cm 35.30*cm 257.50*cm 257.50*cm -280.50*cm -277.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatInner  |                root  |  solid_solenoid_CryostatInner  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                        144*cm 144.1*cm 187*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatOuter  |                root  |  solid_solenoid_CryostatOuter  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                    176.48*cm 176.59*cm 187*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatFlangeUpstream  |                root  |solid_solenoid_CryostatFlangeUpstream  |                                 0*cm 0*cm -188*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                     144*cm 176.59*cm 0.995*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatFlangeDownstream  |                root  |solid_solenoid_CryostatFlangeDownstream  |                                  0*cm 0*cm 188*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                     144*cm 176.59*cm 0.995*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_target_LH2_TACH  |                root  |    solid_JPsi_target_LH2_TACH  |                                 0*cm 0*cm -315*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                           0*cm 2*cm 7.5102*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_target_LH2_TACL  |solid_JPsi_target_LH2_TACH  |    solid_JPsi_target_LH2_TACL  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                  1.8872*cm 1.905*cm 7.5102*cm 0*deg 360*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_target_LH2_TAW1  |solid_JPsi_target_LH2_TACH  |    solid_JPsi_target_LH2_TAW1  |                              0*cm 0*cm -7.5051*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                      0*cm 1.8872*cm 0.0051*cm 0*deg 360*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_target_LH2_TAW2  |solid_JPsi_target_LH2_TACH  |    solid_JPsi_target_LH2_TAW2  |                               0*cm 0*cm 7.5051*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                      0*cm 1.8872*cm 0.0051*cm 0*deg 360*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_target_LH2_TALH  |solid_JPsi_target_LH2_TACH  |    solid_JPsi_target_LH2_TALH  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                         0*cm 1.8872*cm 7.5*cm 0*deg 360*deg  |              G4_lH2  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_BMP1  |                root  |      solid_JPsi_beamline_BMP1  |                               0*cm 0*cm -477.5*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Tube  |                           0*cm 1.25*cm 150*cm 0*deg 360*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_BMV1  |solid_JPsi_beamline_BMP1  |      solid_JPsi_beamline_BMV1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Tube  |                           0*cm 1.22*cm 150*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_BMD1  |solid_JPsi_beamline_BMV1  |      solid_JPsi_beamline_BMD1  |                               0*cm 0*cm -149.9*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Tube  |                           0*cm 1.22*cm 0.1*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_BMW1  |solid_JPsi_beamline_BMV1  |      solid_JPsi_beamline_BMW1  |                             0*cm 0*cm 149.9875*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Tube  |                        0*cm 1.22*cm 0.0125*cm 0*deg 360*deg  |  G4_BERYLLIUM_OXIDE  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_B3PP  |                root  |      solid_JPsi_beamline_B3PP  |                                  0*cm 0*cm 110*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |               0*cm 1.8*cm 0*cm 29*cm 412.5*cm 0*deg 360*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_B3PV  |solid_JPsi_beamline_B3PP  |      solid_JPsi_beamline_B3PV  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |             0*cm 1.7*cm 0*cm 28.9*cm 412.5*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_B3DM  |solid_JPsi_beamline_B3PV  |      solid_JPsi_beamline_B3DM  |                                0*cm 0*cm 412.4*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |              0*cm 28.9*cm 0*cm 28.9*cm 0.1*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_JPsi_beamline_B3W1  |solid_JPsi_beamline_B3PV  |      solid_JPsi_beamline_B3W1  |                            0*cm 0*cm -412.4875*cm  |                       0*deg 0*deg 0*deg  | 808080   |                Cons  |             0*cm 1.7*cm 0*cm 1.7*cm 0.0125*cm 0*deg 360*deg  |  G4_BERYLLIUM_OXIDE  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_absorber_forwarangle_1  |                root  |solid_SIDIS_absorber_forwarangle_1  |                                  0*cm 0*cm 105*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |                  16*cm 50*cm 17*cm 51*cm 5*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_absorber_forwarangle_2  |                root  |solid_SIDIS_absorber_forwarangle_2  |                                  0*cm 0*cm 145*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |                 17*cm 27*cm 19*cm 29*cm 35*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_absorber_largeangle  |                root  |solid_SIDIS_absorber_largeangle  |                                   0*cm 0*cm 70*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |              110*cm 140*cm 113*cm 140*cm 5*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   solid_SIDIS_gem_1  |                root  |             solid_SIDIS_gem_1  |                                 0*cm 0*cm -175*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                        36*cm 87*cm 0.48905*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_1  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_1  |                             0*cm 0*cm -0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          36*cm 87*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_2  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_2  |                              0*cm 0*cm -0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_3  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_3  |                             0*cm 0*cm -0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          36*cm 87*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_4  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_4  |                             0*cm 0*cm -0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         36*cm 87*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_5  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_5  |                              0*cm 0*cm -0.4595*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_6  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_6  |                             0*cm 0*cm -0.30925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           36*cm 87*cm 0.15*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1120000 
 solid_SIDIS_gem_1_7  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_7  |                               0*cm 0*cm -0.159*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_8  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_8  |                             0*cm 0*cm -0.15625*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         36*cm 87*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_1_9  |   solid_SIDIS_gem_1  |           solid_SIDIS_gem_1_9  |                              0*cm 0*cm -0.1535*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_10  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_10  |                  0*cm 0*cm -0.0532499999999999*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                            36*cm 87*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1130000 
solid_SIDIS_gem_1_11  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_11  |                   0*cm 0*cm 0.0470000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_12  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_12  |                   0*cm 0*cm 0.0497500000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         36*cm 87*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_13  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_13  |                   0*cm 0*cm 0.0525000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_14  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_14  |                              0*cm 0*cm 0.15275*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                            36*cm 87*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_15  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_15  |                                0*cm 0*cm 0.253*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_16  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_16  |                              0*cm 0*cm 0.25575*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         36*cm 87*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_17  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_17  |                               0*cm 0*cm 0.2585*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_18  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_18  |                              0*cm 0*cm 0.35875*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                            36*cm 87*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_19  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_19  |                              0*cm 0*cm 0.45925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         36*cm 87*cm 0.0005*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_20  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_20  |                              0*cm 0*cm 0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         36*cm 87*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_21  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_21  |                              0*cm 0*cm 0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          36*cm 87*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_22  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_22  |                               0*cm 0*cm 0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        36*cm 87*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_1_23  |   solid_SIDIS_gem_1  |          solid_SIDIS_gem_1_23  |                              0*cm 0*cm 0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          36*cm 87*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   solid_SIDIS_gem_2  |                root  |             solid_SIDIS_gem_2  |                                 0*cm 0*cm -150*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                        21*cm 98*cm 0.48905*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_1  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_1  |                             0*cm 0*cm -0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          21*cm 98*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_2  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_2  |                              0*cm 0*cm -0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_3  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_3  |                             0*cm 0*cm -0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          21*cm 98*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_4  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_4  |                             0*cm 0*cm -0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         21*cm 98*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_5  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_5  |                              0*cm 0*cm -0.4595*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_6  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_6  |                             0*cm 0*cm -0.30925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           21*cm 98*cm 0.15*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1220000 
 solid_SIDIS_gem_2_7  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_7  |                               0*cm 0*cm -0.159*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_8  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_8  |                             0*cm 0*cm -0.15625*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         21*cm 98*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_2_9  |   solid_SIDIS_gem_2  |           solid_SIDIS_gem_2_9  |                              0*cm 0*cm -0.1535*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_10  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_10  |                  0*cm 0*cm -0.0532499999999999*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                            21*cm 98*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1230000 
solid_SIDIS_gem_2_11  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_11  |                   0*cm 0*cm 0.0470000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
